,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,brand,model,power_per_liter,km_per_year
950,2005,120000,Petrol,Individual,Manual,Fourth & Above Owner,15.3,1341,83.0,115.0,5,3200.0,Hyundai,Getz,6.189410887397464e-05,6000.0
951,2016,38000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5,3000.0,Maruti,Eeco,6.103678929765886e-05,4222.222222222223
952,2010,104000,Petrol,Individual,Manual,First Owner,15.0,1368,90.0,116.0,5,4750.0,Tata,Manza,6.578947368421052e-05,6933.333333333333
953,2017,120000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,145.0,7,4600.0,Honda,BR-V,7.83567134268537e-05,15000.0
954,2018,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,200.0,5,1750.0,Maruti,Vitara,7.091346153846153e-05,5000.0
955,2011,210000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,15000.0
956,2009,85000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,113.0,5,4500.0,Maruti,Ritz,5.921474358974359e-05,5312.5
957,2012,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,6153.846153846154
958,2012,50000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,400.0,5,2800.0,Mercedes-Benz,New,7.932804479701353e-05,3846.153846153846
959,2010,216000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,200.05565999999996,8,3400.0,Toyota,Innova,4.08981555733761e-05,14400.0
960,2015,84000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5,1750.0,Maruti,Ciaz,7.091346153846153e-05,8400.0
961,2012,210000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,200.0,7,3400.0,Toyota,Innova,4.0096230954290296e-05,16153.846153846154
962,2006,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.3,1341,83.0,115.0,5,3200.0,Hyundai,Getz,6.189410887397464e-05,5263.1578947368425
963,2007,78000,Petrol,Individual,Manual,Second Owner,16.1,1298,88.2,112.77647499999999,5,3000.0,Maruti,Swift,6.79506933744222e-05,4333.333333333333
964,2002,161000,Petrol,Individual,Manual,Fourth & Above Owner,13.0,1493,100.0,128.46711499999998,5,4600.0,Honda,City,6.697923643670463e-05,7000.0
965,2005,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,3500.0
966,2017,65000,Diesel,Individual,Manual,First Owner,19.98,1461,108.5,245.0,8,1750.0,Renault,Lodgy,7.426420260095825e-05,8125.0
967,2015,50000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,5000.0
968,2019,25000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,113.0,5,4200.0,Maruti,Wagon,6.83375104427736e-05,4166.666666666667
969,2013,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,9,2200.0,Mahindra,Bolero,2.461355529131986e-05,8333.333333333334
970,2018,6000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,857.1428571428571
971,2016,72113,Diesel,Individual,Manual,First Owner,21.9,1498,98.6,200.0,7,1750.0,Honda,BRV,6.58210947930574e-05,8012.555555555556
972,2012,40000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,140.0,5,3000.0,Tata,Indigo,5.0143266475644696e-05,3076.923076923077
973,2017,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,1000.0
974,2010,20000,Petrol,Individual,Manual,First Owner,21.1,1197,85.8,114.0,5,4000.0,Maruti,Ritz,7.167919799498747e-05,1333.3333333333333
975,2014,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,8181.818181818182
976,2018,25000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5,1750.0,Maruti,S-Cross,7.091346153846153e-05,3571.4285714285716
977,2010,100000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,200.0,5,3000.0,Tata,Manza,7.211538461538461e-05,6666.666666666667
978,2006,60000,Petrol,Individual,Manual,Second Owner,16.6,1388,68.0,159.848395,5,3000.0,Ford,Fiesta,4.899135446685879e-05,3157.8947368421054
979,2018,30000,Diesel,Individual,Manual,First Owner,21.19,1396,88.76,219.66,5,2750.0,Hyundai,i20,6.358166189111748e-05,4285.714285714285
980,2007,120000,Diesel,Individual,Manual,Third Owner,10.5,2609,120.0,290.0,7,2800.0,Mahindra,Scorpio,4.599463395937141e-05,6666.666666666667
981,2011,80000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,320.0,7,2700.0,Tata,Safari,6.334557136301056e-05,5714.285714285715
982,2010,75000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108.0,5,4400.0,Chevrolet,Beat,6.622185154295246e-05,5000.0
983,2014,90000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,180.4,5,2500.0,Hyundai,Xcent,6.340178571428572e-05,8181.818181818182
984,2012,100000,Diesel,Individual,Manual,Third Owner,23.08,1461,63.12,160.0,5,2000.0,Renault,Pulse,4.3203285420944555e-05,7692.307692307692
985,2012,110000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5,3000.0,Tata,Indica,5.929487179487179e-05,8461.538461538461
986,2011,100000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5,2000.0,Ford,Figo,4.860614724803431e-05,7142.857142857143
987,2017,50000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25,5,2250.0,Hyundai,Xcent,6.236930860033726e-05,6250.0
988,2011,200000,Diesel,Individual,Manual,First Owner,20.5,1248,91.7,209.0,5,2000.0,Fiat,Grande,7.34775641025641e-05,14285.714285714286
989,2014,146000,Diesel,Individual,Automatic,Second Owner,13.01,2199,194.3,436.39,7,2500.0,Hyundai,Santa,8.835834470213734e-05,13272.727272727272
990,2009,80000,Petrol,Individual,Manual,Second Owner,12.9,1598,102.5,148.0,5,4000.0,Chevrolet,Optra,6.414267834793492e-05,5000.0
991,2010,96443,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,320.0,7,2700.0,Tata,New,6.337769619091325e-05,6429.533333333334
992,2009,100000,Petrol,Individual,Automatic,Second Owner,11.7,2354,177.6,222.0,5,4300.0,Honda,Accord,7.544604927782497e-05,6250.0
993,2019,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,1666.6666666666667
994,2014,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,9090.90909090909
995,2014,91000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,8272.727272727272
996,2009,100000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8,5,4000.0,Hyundai,i10,6.591478696741855e-05,6250.0
997,2011,90000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,146.0,5,4800.0,Honda,City,7.882431529726119e-05,6428.571428571428
998,2016,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,6666.666666666667
999,2016,51500,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,5722.222222222223
1000,2016,60000,Diesel,Individual,Manual,Second Owner,22.1,1248,74.0,190.0,5,1750.0,Chevrolet,Sail,5.929487179487179e-05,6666.666666666667
1001,2012,104500,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5,2000.0,Ford,Figo,4.860614724803431e-05,8038.461538461538
1002,2012,120000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,248.0,5,2250.0,Renault,Duster,7.42299794661191e-05,9230.76923076923
1003,2014,100000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,9090.90909090909
1004,2008,90000,Petrol,Individual,Manual,Third Owner,13.5,1799,130.0,172.0,5,4300.0,Honda,Civic,7.226236798221234e-05,5294.117647058823
1005,2005,150000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,7500.0
1006,2006,60000,Petrol,Individual,Automatic,First Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,3157.8947368421054
1007,2015,50000,Petrol,Individual,Manual,Second Owner,17.43,1396,105.5,135.3,5,5000.0,Hyundai,Verna,7.55730659025788e-05,5000.0
1008,2019,10000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5,2250.0,Hyundai,Grand,6.236930860033726e-05,1666.6666666666667
1009,2015,120000,Diesel,Individual,Manual,Third Owner,15.4,1997,120.0,280.0,7,2800.0,Mahindra,Scorpio,6.009013520280421e-05,12000.0
1010,2017,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,5000.0
1011,2004,120000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Hyundai,Santro,6.559294871794872e-05,5714.285714285715
1012,2014,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,4545.454545454545
1013,2014,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200.0,5,1900.0,Nissan,Terrano,5.735797399041752e-05,8181.818181818182
1014,2018,10000,Diesel,Individual,Manual,First Owner,23.5,909,45.0,98.0,8,3000.0,Mahindra,Supro,4.950495049504951e-05,1428.5714285714287
1015,2019,27000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,Maruti,Alto,6.718436873747495e-05,4500.0
1016,2016,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,7777.777777777777
1017,2017,50000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,5,2500.0,Maruti,Omni,4.296482412060302e-05,6250.0
1018,2008,60000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,3529.4117647058824
1019,2014,110000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,2750.0,Hyundai,Grand,6.25e-05,10000.0
1020,2015,100000,Diesel,Individual,Manual,Second Owner,27.62,793,47.0,125.0,5,2000.0,Maruti,Celerio,5.926860025220681e-05,10000.0
1021,2018,50000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300.0,7,2500.0,Mahindra,Marazzo,8.082832331329326e-05,7142.857142857143
1022,2009,105000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,2000.0,Maruti,Swift,6.009615384615385e-05,6562.5
1023,2013,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,8,3600.0,Toyota,Innova,4.033680834001604e-05,9166.666666666666
1024,2014,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,5454.545454545455
1025,2010,60000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,96.1,5,3000.0,Hyundai,Santro,5.718232044198895e-05,4000.0
1026,2012,90000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,1750.0,Chevrolet,Beat,6.153846153846154e-05,6923.076923076923
1027,2013,81000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248.0,5,2250.0,Renault,Duster,7.42299794661191e-05,6750.0
1028,2018,80000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25,5,2250.0,Hyundai,Xcent,6.236930860033726e-05,11428.57142857143
1029,2012,105000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248.0,5,2250.0,Renault,Duster,7.42299794661191e-05,8076.923076923077
1030,2017,60000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Mahindra,Ingenio,6.559294871794872e-05,7500.0
1031,2017,227000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,130.0,7,4000.0,Maruti,Ertiga,6.63510560815732e-05,28375.0
1032,2012,100000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248.0,5,2250.0,Renault,Duster,7.42299794661191e-05,7692.307692307692
1033,2019,60000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85.0,5,3000.0,Maruti,Eeco,5.15886287625418e-05,10000.0
1034,2013,70000,Diesel,Individual,Manual,Third Owner,21.9,1396,88.76,219.6,5,2750.0,Hyundai,i20,6.358166189111748e-05,5833.333333333333
1035,2011,120000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,250.0,5,2500.0,Volkswagen,Vento,6.483103879849812e-05,8571.42857142857
1036,2009,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,5000.0
1037,2008,120000,Diesel,Individual,Manual,Fourth & Above Owner,11.57,2179,138.1,320.0,7,2700.0,Tata,New,6.337769619091325e-05,7058.823529411765
1038,2014,40000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5,3000.0,Hyundai,Santro,5.718232044198895e-05,3636.3636363636365
1039,2014,53000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,Hyundai,i10,6.591478696741855e-05,4818.181818181818
1040,2017,60000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,7500.0
1041,2017,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,3750.0
1042,2013,100000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,250.0,5,2500.0,Volkswagen,Vento,6.483103879849812e-05,8333.333333333334
1043,2018,70000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343.0,7,2800.0,Toyota,Innova,6.176347680735479e-05,10000.0
1044,2012,98000,Diesel,Individual,Manual,Fourth & Above Owner,20.77,1248,88.8,200.0,7,1750.0,Maruti,Ertiga,7.115384615384616e-05,7538.461538461538
1045,2014,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,5454.545454545455
1046,2010,80000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,111.8,5,4000.0,Hyundai,i10,6.591478696741855e-05,5333.333333333333
1047,2013,117000,Diesel,Dealer,Automatic,First Owner,11.18,2696,184.0,402.0,7,3000.0,Mahindra,Ssangyong,6.824925816023739e-05,9750.0
1048,2017,19723,Petrol,Dealer,Automatic,First Owner,20.3,1199,84.0,114.0,5,3500.0,Tata,Tigor,7.005838198498748e-05,2465.375
1049,2016,21446,Petrol,Dealer,Manual,First Owner,16.8,1497,116.3,146.0,5,4800.0,Honda,City,7.768871075484302e-05,2382.8888888888887
1050,2017,52289,Diesel,Dealer,Manual,First Owner,25.1,1248,88.5,200.0,5,1750.0,Maruti,S-Cross,7.091346153846153e-05,6536.125
1051,2017,54470,Diesel,Dealer,Manual,First Owner,15.4,2179,120.0,280.0,7,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,6808.75
1052,2017,25471,Diesel,Dealer,Manual,First Owner,21.9,1396,90.0,219.66895999999997,5,2750.0,Hyundai,i20,6.446991404011462e-05,3183.875
1053,2019,33928,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,113.0,5,3300.0,Tata,Tiago,7.045871559633029e-05,5654.666666666667
1054,2009,54290,Petrol,Dealer,Manual,First Owner,17.0,1497,118.0,146.0,5,4800.0,Honda,City,7.882431529726119e-05,3393.125
1055,2016,2118,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,109.0,5,4500.0,Honda,Brio,7.24540901502504e-05,235.33333333333334
1056,2017,61379,Diesel,Dealer,Manual,First Owner,15.4,2179,120.0,280.0,7,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,7672.375
1057,2010,58544,Petrol,Dealer,Manual,Second Owner,17.4,1497,117.3,145.0,5,4600.0,Honda,City,7.83567134268537e-05,3902.9333333333334
1058,2016,74381,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,3500.0,Maruti,Wagon,6.718436873747495e-05,8264.555555555555
1059,2001,35000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,1458.3333333333333
1060,2008,65000,Petrol,Dealer,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,Maruti,Wagon,6.723446893787574e-05,3823.529411764706
1061,2014,74000,Diesel,Dealer,Manual,First Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,6727.272727272727
1062,2012,56000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,Hyundai,i10,6.591478696741855e-05,4307.692307692308
1063,2019,19500,Petrol,Dealer,Manual,First Owner,20.3,1086,68.07,99.07,5,4500.0,Hyundai,Santro,6.267955801104971e-05,3250.0
1064,2015,30000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,3000.0
1065,2017,5000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,4000.0,Hyundai,Xcent,6.83876357560568e-05,625.0
1066,2015,25000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,154.9,5,4200.0,Hyundai,Verna,7.630421118793213e-05,2500.0
1067,2016,72000,Diesel,Dealer,Manual,First Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,8000.0
1068,2005,80000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7,1500.0,Mahindra,Bolero,2.497027348394768e-05,4000.0
1069,2013,29000,Petrol,Individual,Manual,Second Owner,15.0,1598,103.5,153.0,5,3800.0,Skoda,Rapid,6.476846057571965e-05,2416.6666666666665
1070,2016,56832,Diesel,Dealer,Manual,First Owner,19.87,1461,83.14,200.0,5,1750.0,Nissan,Terrano,5.690622861054072e-05,6314.666666666667
1071,2014,30528,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,114.73,5,4000.0,Hyundai,Elite,6.83876357560568e-05,2775.2727272727275
1072,2013,65285,Diesel,Dealer,Manual,First Owner,24.7,1498,98.63,200.0,5,1750.0,Honda,Amaze,6.58411214953271e-05,5440.416666666667
1073,2020,20102,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,343.0,8,2800.0,Toyota,Innova,6.164229001253656e-05,4020.4
1074,2015,43000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110.0,5,4800.0,Honda,Jazz,7.397831526271893e-05,4300.0
1075,2013,52380,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,170.0,5,2400.0,Toyota,Etios,4.914956011730206e-05,4365.0
1076,2018,74250,Diesel,Dealer,Manual,First Owner,21.0,1498,74.96,210.0,7,2200.0,Mahindra,Bolero,5.0040053404539385e-05,10607.142857142857
1077,2017,57247,Petrol,Dealer,Automatic,First Owner,20.89,1197,81.8,113.0,5,4200.0,Maruti,Ignis,6.83375104427736e-05,7155.875
1078,2017,52000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,Maruti,Vitara,7.091346153846153e-05,6500.0
1079,2011,47000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,134.0,5,4000.0,Nissan,Sunny,6.522029372496663e-05,3357.1428571428573
1080,2011,80000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,159.848395,5,3000.0,Ford,Fiesta,4.860614724803431e-05,5714.285714285715
1081,2011,85000,Diesel,Individual,Manual,Second Owner,18.0,1248,75.0,190.0,5,1750.0,Tata,Indica,6.009615384615385e-05,6071.428571428572
1082,2012,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,7692.307692307692
1083,2011,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134.0,5,4000.0,Nissan,Sunny,6.522029372496663e-05,7857.142857142857
1084,2010,178000,Diesel,Individual,Manual,Second Owner,20.4,1248,91.7,209.0,5,2000.0,Fiat,Linea,7.34775641025641e-05,11866.666666666666
1085,2010,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,8000.0
1086,2017,70000,Diesel,Individual,Manual,First Owner,16.3,1956,170.0,350.0,5,2500.0,Jeep,Compass,8.691206543967279e-05,8750.0
1087,2011,120000,Diesel,Individual,Automatic,First Owner,12.8,1968,167.6,350.0,5,2500.0,Audi,Q5,8.516260162601625e-05,8571.42857142857
1088,2010,155000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,200.05565999999996,8,3400.0,Toyota,Innova,4.08981555733761e-05,10333.333333333334
1089,2015,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,3000.0
1090,2009,60000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,84.0,5,3500.0,Maruti,Wagon,6.314797360980208e-05,3750.0
1091,2012,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,180.0,5,2000.0,Volkswagen,Polo,6.163469557964972e-05,5384.615384615385
1092,2012,120000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,9230.76923076923
1093,2015,120000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,12000.0
1094,2013,100000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,160.0,5,2000.0,Ford,Figo,4.867762687634024e-05,8333.333333333334
1095,2010,120000,Diesel,Individual,Manual,Third Owner,23.0,1396,90.0,219.66895999999997,5,2750.0,Hyundai,i20,6.446991404011462e-05,8000.0
1096,2012,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,6923.076923076923
1097,2012,90000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5,3500.0,Maruti,Zen,6.723446893787574e-05,6923.076923076923
1098,2013,100000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,260.0,8,2200.0,Mahindra,Xylo,4.483586869495596e-05,8333.333333333334
1099,2011,120000,Petrol,Individual,Manual,Third Owner,17.6,1496,88.7,132.0,5,3000.0,Toyota,Etios,5.9291443850267384e-05,8571.42857142857
1100,2017,35000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5,3000.0,Ford,Figo,6.608811748998665e-05,4375.0
1101,2002,120000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,5217.391304347826
1102,2019,10000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,224.0,5,2750.0,Hyundai,Elite,6.358166189111748e-05,1666.6666666666667
1103,1994,100000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Mahindra,Jeep,6.559294871794872e-05,3225.8064516129034
1104,2017,65000,Diesel,Individual,Manual,Second Owner,25.5,1498,98.6,200.0,5,1750.0,Honda,WR-V,6.58210947930574e-05,8125.0
